Cidade;Estado;ClassIVS;GHI;ClassIDHM;Portemun;Densdemogcateg;Arborizacao;Urbanizacao;Lugarcaminha;Corpele;Sexomasc;Sexofem;Nacionalidade;Estcivil;Casavive;Estudo;Sitprof;Rendaagrup;Idade;Fuma;Bebe;Classaf;Obesfamilia;Restquilo;Restalacarte;Restselfservice;Restgrandefastfood;Restpequenofastfood;Bar;Padaria;Cafes;RestUniversitario;Emcasa;Desfechos
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;4;3;4;1;31;0;1;1;0;1;0;1;1;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;3;3;4;3;54;2;1;2;1;1;1;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;3;4;3;30;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;2;4;1;33;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;4;1;4;1;54;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;3;1;1;4;0;70;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;6;3;4;0;26;0;0;2;0;1;0;0;0;0;0;0;0;1;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;4;1;4;4;1;52;2;1;1;0;1;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;0;1;2;2;2;1;4;2;28;0;1;2;1;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;3;2;1;28;0;1;2;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;5;3;4;2;34;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;2;8;2;4;1;35;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;4;1;4;3;56;0;1;1;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;2;4;2;25;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;2;3;4;1;31;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;2;4;1;32;1;1;2;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;0;1;2;1;3;2;4;2;44;0;1;1;0;1;1;0;0;0;0;1;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;1;0;2;2;2;2;4;2;39;0;0;2;1;0;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;4;2;3;28;0;1;2;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;2;1;0;2;1;2;3;4;2;32;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;2;1;4;3;36;0;1;1;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;3;1;2;3;30;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;0;1;2;1;2;2;4;3;63;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;2;4;4;1;34;2;1;3;0;1;0;0;0;0;0;1;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;3;3;4;3;43;2;1;2;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;2;2;4;1;37;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;5;3;4;3;25;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;2;1;4;2;26;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;4;3;4;3;51;0;1;2;0;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;1;2;4;1;48;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;5;2;4;2;47;2;0;1;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;4;4;4;3;53;0;1;2;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;4;3;4;3;46;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;3;1;1;3;1;53;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;3;4;3;3;58;2;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;3;1;4;3;51;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;4;4;4;3;46;0;0;3;0;1;1;1;0;0;0;0;0;1;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;1;4;4;3;62;0;0;2;0;1;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;3;2;2;28;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;3;3;2;4;3;37;0;1;2;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;2;4;1;50;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;2;2;4;3;45;1;1;2;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;4;1;1;1;40;1;0;3;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;3;2;4;2;34;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;2;2;1;4;3;56;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;4;3;4;3;29;0;1;3;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;2;4;4;2;36;2;1;1;1;1;0;1;0;0;0;0;1;1;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;2;0;1;2;2;4;3;4;3;32;2;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;3;1;1;3;2;55;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;3;2;4;2;30;0;1;2;0;1;1;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;0;1;2;1;2;4;4;2;42;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;0;1;2;1;2;2;4;3;32;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;3;3;1;2;43;0;1;3;0;1;0;0;0;0;0;0;0;1;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;2;4;2;34;0;1;1;0;1;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;2;4;2;30;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;2;5;1;4;0;39;0;0;2;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;2;3;4;0;53;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;5;2;4;3;54;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;2;1;2;4;1;26;1;1;3;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;0;1;2;1;3;1;4;1;48;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;3;5;1;4;2;49;2;1;3;0;0;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;1;0;2;1;4;2;4;3;43;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;0;1;2;1;4;2;4;2;44;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;4;3;2;1;31;2;1;3;1;1;0;0;0;0;0;0;0;1;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;3;4;4;0;51;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;1;0;2;2;2;2;4;2;41;2;1;3;1;1;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;3;1;2;4;2;64;1;1;2;0;1;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;3;3;3;4;3;54;0;1;1;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;3;3;4;3;61;0;1;1;1;0;1;0;0;1;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;5;1;4;0;28;0;1;2;0;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;3;4;1;32;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;4;4;3;3;59;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;4;4;4;2;41;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;3;1;1;27;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;3;2;2;4;0;39;0;1;3;0;1;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;2;1;4;2;25;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;1;3;3;2;55;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;4;4;3;30;0;1;2;0;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;1;0;2;1;6;4;4;3;47;0;1;2;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;2;1;4;2;32;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;1;2;4;1;30;0;1;3;1;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;2;2;3;51;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;3;3;2;3;24;2;1;1;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;1;2;2;28;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;4;3;4;2;43;0;1;1;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;0;2;1;0;2;1;3;1;3;3;66;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;3;0;1;2;1;4;3;1;2;30;0;0;3;0;1;1;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;2;4;3;31;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;3;0;1;2;1;3;1;4;2;38;0;0;3;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;3;4;2;4;1;45;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;2;3;2;1;28;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;1;4;4;1;28;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;2;4;3;4;2;38;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;4;2;4;3;28;0;1;2;0;1;1;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;1;0;2;1;2;2;4;3;31;0;1;1;1;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;1;3;3;61;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;2;4;2;4;0;29;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;2;4;2;30;0;1;1;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;2;1;4;2;34;0;1;2;0;1;0;1;0;0;0;1;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;1;0;2;1;7;2;4;3;50;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;4;4;0;32;0;1;2;1;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;5;2;4;1;37;0;0;3;0;1;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;3;2;4;0;43;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;0;1;1;0;2;2;4;1;2;1;24;1;1;2;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;1;2;2;4;3;35;0;1;1;0;1;1;1;0;0;0;0;1;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;2;0;1;2;1;4;2;4;3;40;0;1;2;0;1;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;4;2;4;3;28;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;3;2;4;2;28;2;1;2;1;1;1;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;2;1;1;3;1;66;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;3;1;2;3;0;61;1;1;1;0;1;0;0;0;0;0;1;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;3;2;4;3;54;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;4;1;1;0;25;0;0;3;0;1;0;1;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;2;6;1;2;2;27;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;2;4;4;3;34;0;1;3;0;0;0;1;0;0;0;0;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;4;3;4;3;55;0;1;3;0;1;0;1;1;0;0;1;0;0;1;1
55;16;2;1930;4;5;5;82.7;44.2;1;3;0;1;2;1;3;3;4;3;34;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;0;1;2;1;4;2;4;3;42;0;1;3;0;2;2;2;2;2;2;2;2;2;2;1
55;16;2;1930;4;5;5;82.7;44.2;1;1;1;0;2;2;4;1;4;3;34;0;1;2;1;1;1;1;0;0;0;0;0;0;1;1
