Cidade;Estado;ClassIVS;GHI;ClassIDHM;Portemun;Densdemogcateg;Arborizacao;Urbanizacao;Lugarcaminha;Corpele;Sexomasc;Sexofem;Nacionalidade;Estcivil;Casavive;Estudo;Sitprof;Rendaagrup;Idade;Fuma;Bebe;Classaf;Obesfamilia;Restquilo;Restalacarte;Restselfservice;Restgrandefastfood;Restpequenofastfood;Bar;Padaria;Cafes;RestUniversitario;Emcasa;Desfechos
0.03145695364238411;0.9666666666666667;0.25;0.8465665236051503;0.6666666666666667;0.75;1.0;0.5511892450879007;0.6087912087912088;0.5;0.5;1.0;0.0;0.07142857142857142;0.0;0.3333333333333333;1.0;1.0;1.0;0.3823529411764706;0.0;0.0;1.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.4444444444444445;0.0;0.0;0.0;0.1029411764705882;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.3333333333333333;0.0;0.0;0.6666666666666666;0.13235294117647056;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.0;0.0;0.0;1.0;0.07142857142857142;0.0;0.1111111111111111;0.6666666666666667;1.0;0.6666666666666666;0.19117647058823528;0.0;1.0;0.5;0.0;0.5;0.0;0.5;0.5;0.0;0.5;0.5;0.0;0.0;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.0;0.0;1.0;0.07142857142857142;0.0;0.1111111111111111;0.0;1.0;0.6666666666666666;0.14705882352941174;0.0;0.0;0.5;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.1111111111111111;0.0;1.0;0.3333333333333333;0.11764705882352938;0.0;1.0;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.0;0.0;1.0;0.07142857142857142;0.0;0.1111111111111111;1.0;1.0;0.6666666666666666;0.20588235294117646;0.0;1.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.0;0.0;1.0;0.07142857142857142;0.0;0.1111111111111111;0.6666666666666667;1.0;0.6666666666666666;0.19117647058823528;1.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.0;0.0;1.0;0.07142857142857142;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.6666666666666666;0.08823529411764702;0.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.2222222222222222;0.6666666666666667;0.3333333333333333;0.6666666666666666;0.16176470588235292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.0;0.0;1.0;0.07142857142857142;0.0;0.1111111111111111;0.6666666666666667;1.0;1.0;0.338235294117647;0.0;0.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.0;0.6666666666666667;1.0;0.3333333333333333;0.49999999999999994;0.0;1.0;0.5;0.0;0.5;0.0;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.0;0.0;1.0;0.07142857142857142;0.0;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.14705882352941174;0.0;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.08940397350993377;0.5;0.25;0.6115879828326183;1.0;1.0;1.0;0.8210961737331954;0.48571428571428577;0.5;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.3333333333333333;0.0;1.0;0.3333333333333333;0.08823529411764702;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.09437086092715231;0.5;0.5;0.6223175965665237;0.6666666666666667;0.75;1.0;0.7342295760082729;0.36703296703296706;0.0;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.1111111111111111;0.3333333333333333;1.0;0.3333333333333333;0.14705882352941174;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.3526490066225166;0.5;0.25;0.7231759656652359;0.3333333333333333;0.0;0.25;0.6421923474663909;0.01208791208791209;0.5;0.5;0.0;1.0;0.07142857142857142;0.0;0.4444444444444445;0.0;1.0;0.3333333333333333;0.3823529411764706;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
0.43543046357615894;0.9333333333333333;0.0;0.6384120171673822;0.6666666666666667;0.5;1.0;0.9544984488107549;0.4208791208791209;0.5;0.5;1.0;0.0;0.07142857142857142;0.0;0.2222222222222222;1.0;1.0;1.0;0.5588235294117647;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
0.5413907284768212;0.5;0.25;0.3905579399141632;0.6666666666666667;0.5;0.75;0.452947259565667;0.37912087912087916;0.5;0.5;0.0;1.0;0.07142857142857142;0.3333333333333333;0.4444444444444445;0.0;0.0;0.3333333333333333;0.14705882352941174;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.6705298013245033;0.5;0.25;0.5386266094420602;0.6666666666666667;0.25;0.75;0.3195449844881076;0.17912087912087915;0.5;0.0;0.0;1.0;0.07142857142857142;0.0;0.2222222222222222;0.3333333333333333;1.0;0.6666666666666666;0.20588235294117646;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.7698675496688742;0.5;0.5;0.5675965665236051;0.3333333333333333;0.25;0.5;0.6204756980351602;0.02417582417582418;0.5;0.5;1.0;0.0;0.07142857142857142;0.3333333333333333;0.2222222222222222;0.0;0.0;0.0;0.13235294117647056;0.5;1.0;1.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1
0.8559602649006622;0.9333333333333333;0.25;0.34978540772532196;1.0;1.0;1.0;0.7394002068252326;0.5527472527472528;0.5;0.0;0.0;1.0;0.07142857142857142;0.3333333333333333;1.0;0.6666666666666667;0.3333333333333333;0.3333333333333333;0.13235294117647056;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;1
